Date;Catégorie;Titre;Réalisateur;Animateurs;Résumé;Lien Youtube
2006-06-28;Faune;Les sorciers en pincent pour les crustacés ;Vincent Basso-Bondini ;Fred et Jamy ;Crabes, crevettes, homards, langoustes, tourteaux, cloportes ou balanes... Pas moins de 52 000 espèces de crustacés ont été répertoriées à la surface de notre planète ! Des minuscules crevettes qui composent le zooplancton au crabe géant du Japon qui, toutes pattes déployées, peut atteindre 4 mètres d'envergure, Fred et Jamy nous font découvrir l'extraordinaire diversité des crustacés.;https://youtu.be/tm5X36ql80M
2006-09-27;Faune;Mouettes, goëlands & cie : les oiseaux de mer ;Lorraine Subra-Moreau ;Sabine et Jamy ;Mouettes, goélands, fous de Bassan, macareux ou pingouins... Sabine et Jamy partent explorer les côtes bretonnes et normandes pour nous emmener à la découverte des oiseaux de mer. Ils nous expliquent tout de la vie des ces volatiles qui passent une grande partie de leur existence en mer et reviennent nicher sur nos côtes, y formant parfois des colonies de dizaines de milliers d'individus. Pourquoi les goélands sont-ils si nombreux à quitter les côtes pour s'installer en milieu urbain ? Pourquoi le plumage des oiseaux de mer leur assure-t-il une parfaite étanchéité ? Comment se débarrassent-ils de l'excédent de sel qu'ils ingèrent en capturant leurs proies ? Pourquoi des ailes longues et fines sont-elles plus efficaces pour planer ?;https://youtu.be/u6mtnFvN2tw
2007-06-06;Faune;Rats, souris, hamsters : les rongeurs se font les dents ;François Chayé ;Sabine et Jamy ;Une tête toute ronde, presque pas de cou, des pattes courtes, un corps cylindrique et deux paires d'incisives spécialement affûtées... De la souris à la marmotte, en passant par les rats qui envahissent les égouts de nos villes, Sabine et Jamy nous dressent le portrait de ces rongeurs qui sont tantôt de doux animaux de compagnie, tantôt des nuisibles dont nous cherchons à nous débarrasser;https://youtu.be/fcO15FTRh_0
2007-11-21;Faune;Les vers : les seigneurs des anneaux ;Pascal Léonard ;Sabine et Jamy ;A première vue, un vers de terre ressemble à un grand tube tout mou. Mais où se trouve la tête ? Qu'y a-t-il à l'intérieur ? Où se trouve les organes ? Et peut-on, en coupant un vers en deux, en obtenir deux nouveaux ? Enfilez vos bottes ! Cette semaine, C'est pas sorcier nous emmène patauger dans la gadoue, à la découverte de petites bêtes méconnues mais très utiles : les vers. Sous nos pieds, à l'abri des regards, ces animaux peu ragoûtants s'activent pour notre bien. Un monde fascinant que Sabine et Jamy vont scruter à la loupe ! Mission : Sabine nous emmène découvrir le plus célèbre des vers : le vers de terre. Figurez que ce drôle de zigue au corps annelé joue un rôle écologique fondamental : il aère et fertilise les sols, recycle la matière organique, et peut même traiter les eaux usées ! Bref, il est indispensable...Elle nous présente ensuite son cousin du bord de mer : l'arénicole, qui creuse des galeries et forme les tortillons de sable que l'on observe à marée basse. Nous découvrons également de magnifiques vers multicolores qui vivent dans les océans et quelques autres vers bien moins sympathiques... Le ver solitaire, vous connaissez ? Il peut mesurer jusqu'à 8 mètres de long et colonise nos intestins ! Et les sangsues ? Comme leur nom l'indique, ces vers-là sucent le sang de tout ce qui bouge ! En matière de vers, il y en a pour tous les goûts.;https://youtu.be/-DW5H4xF-4A
2008-03-22;Faune;Poules et coqs en stock ;Christophe Renon ;Fred et Jamy ;Domestiquées par l'homme il y a environ 6000 ans et originaires d'Asie, c'est à dos  de dromadaires que les poules sont arrivées jusqu'à nous ! Aujourd'hui, elles sont pas moins de 55 millions à pondre quotidiennement pour fournir au Français moyen les 265 œufs qu'il consomme chaque année… Cette semaine, Fred et Jamy nous dressent le portrait de ces gros gallinacés à la cervelle d'oiseau.;https://youtu.be/O-Yn0WdEIdc
2008-04-09;Faune;Les requins ;Vincent Basso-Bondini ;Fred et Jamy ;Tous les requins ne sont pas des monstres mangeurs d'hommes ! Sur 480 espèces répertoriées à travers le monde, seule une douzaine est potentiellement dangereuse. Mieux ! Les requins méritent d'être protégés car ils sont aujourd'hui victimes d'une pêche excessive qui met leurs populations en danger. Fred et Jamy ont pris la direction de la Polynésie française pour plonger avec ces poissons étonnants qui sont beaucoup plus variés qu'on ne le croit !  Mission : Des dents formidablement aiguisées qui se renouvellent sans cesse, une mâchoire qui se projette vers l'avant pour saisir les proies, un odorat qui détecte la plus minuscule des gouttes de sang, un sixième sens qui localise les futures victimes avec une extrême précision... si de nombreux requins se contentent de plancton ou de petits crustacés, d'autres sont sans aucun doute de redoutables prédateurs taillés pour la chasse ! Des lagons et des passes de Rangiroa aux sites d'observation des requins citrons de Moorea, Fred nous fait découvrir toute la biologie de ces étranges animaux.;https://youtu.be/84C-XA3knak
2008-06-25;Faune;Les sorciers prennent la mouche ;Lorraine Subra-Moreau ;Sabine et Jamy ;Les mouches nous apparaissent souvent comme des insectes dégoûtants. Pourtant elles ne sont pas là que pour nous embêter, ces drôles de petites bêtes exercent de multiples fonctions dans la nature. Cette semaine, Sabine et Jamy explorent le monde fascinant des mouches. Vous découvrirez qu'il en existe plus de 80 000 espèces et qu'elles se révèlent être de redoutables alliées de la police scientifique, de la médecine ou encore des jardiniers. En revanche certaines d'entre-elles véhiculent de graves maladies comme la mouche tsé-tsé responsable de la maladie du sommeil. Mission : Pour en savoir plus au sujet des mouches, il fallait l'avis de spécialistes des insectes : les entomologistes. Sabine s'est donc rendu à Montpellier et à Marseille, pour visiter des laboratoires de recherche sur les mouches. Tour à tour, on découvre la diversité de ces insectes, leur cycle de vie ou encore les particularités de leur anatomie. Saviez-vous que les mouches sentent grâce à leur antennes et qu'elle goûtent la nourriture avec leurs pattes? Pour que les mouches n'aient plus de secret pour vous, Sabine s'est entourée des meilleurs experts du Campus de Baillarguet à Montpellier et de l’Université de la Méditerranée, à Marseille.;https://youtu.be/R55-7sofuYQ
2008-07-24;Faune;Perles de Tahiti : le trésor des huîtres ;Vincent Basso-Bondini ;Fred et Jamy ;Toutes les huîtres fabriquent des perles ! Mais toutes ces perles ne sont pas dignes d'apparaître au cou ou au doigt des jolies dames. En Polynésie française, seules les huîtres perlières aux lèvres noires ont ce privilège… Fred et Jamy embarquent pour l'atoll de Manihi pour découvrir comment les fermes perlières parviennent à extraire de splendides sphères de nacre de simples mollusques. De l'élevage des coquillages au montage des plus beaux bijoux, ils nous raconte toute l'histoire des perles de Tahiti.;https://youtu.be/AEEBqnARc2s
2008-11-16;Faune;La pisciculture : des poissons bien élevés ?;Christophe Renon ;Fred et Jamy ;Dans le monde, un poisson sur trois consommés est un poisson d'élevage. C'est ce qu'on appelle plus communément la pisciculture. Bon nombre d'idées reçues circulent autour de cette culture méconnue. Fred et Jamy nous emmènent tout d'abord sur l'Ile de Noirmoutier, découvrir le fonctionnement du plus ancien bassin de turbots d'élevage, et font également escale sur l'Ile de Ré, pour nous faire visiter l'un des plus gros élevages de bars de France. Mission : Source de protéines importante, l'être humain consomme en moyenne 16 kilos de poissons par an. Or, face à des denrées de plus en plus rares, la France a par conséquent, davantage recours à la pisciculture.  Fred examine pour nous les étapes de l'éclosion de ces poissions d'élevage et les soins qui leur sont prodigués. Aussi, il nous rend compte de leur alimentation et de leurs conditions de vie. Enfin, la parole est donnée aux chercheurs qui nous détaillent les différences d'élevage selon les poissons.;https://youtu.be/0vu0pyxihCQ
2009-04-18;Faune;Rencontre avec les gorilles ;Luc Baudonnière ;Fred et Jamy ;Fred et Jamy nous emmènent à la découverte de l'un de nos plus proches cousins : le gorille. A cette occasion, direction la seule région du monde où il vit à l'état sauvage : le Bassin du Congo, en Afrique Centrale.;https://youtu.be/sFCXbycUUXk
2009-06-28;Faune;Théorie de l'évolution: de Darwin à la génétique ;Christophe Renon ;Fred et Jamy ;Les sorciers s'interrogent sur les origines de l'homme et des espèces qui l'entourent. Depuis le 19e siècle, les avancées scientifiques et technologiques ont permis la reconstitution de la grande histoire de la Vie sur terre mais également de démontrer l'influence de l'activité humaine sur son évolution !;https://youtu.be/ZNFN4t6iT9o
2009-10-25;Faune;Hérisson : une vie qui ne manque pas de piquant;Christophe Renon ;Fred et Jamy ;Malgré son armure d'épines, ce sympathique animal doit faire face à de nombreuses menaces. Et aujourd'hui, c'est l'homme son principal prédateur : Voitures, tondeuses, feux de broussailles, pesticides et autres produits chimiques... le hérisson a parfois la vie dure dans nos jardins !Pour savoir ce qui se cache sous les piquants de ce drôle d'animal, Fred et Jamy mènent l'enquête.;https://youtu.be/Q2IFCAsMTR0
2009-11-08;Faune;Les méduses, qui s'y frotte s'y pique ;Lorraine Subra-Moreau ;Fred et Jamy ;"Les méduses existent depuis 600 millions d'années. Plus de mille espèces peuplent nos océans et nos lacs. Elles sont présentes un peu partout sur la planète, en Antarctique ou en milieu tropical, de la surface jusqu'aux Abysses. D'une grande beauté, elles sont de toutes les couleurs et de toutes les tailles ; certaines sont invisibles à l'œil nu, les plus grosses peuvent atteindre six mètres de haut !";https://youtu.be/HR7HojWY-kg
2010-11-21;Faune;Les sorciers passent l'éponge… marine ;Catherine Breton ;Fred et Jamy ;Les éponges sont d'étranges animaux apparus bien avant les dinosaures. Elles sont peu connues, et pourtant, elles sont un élément majeur des paysages sous-marins. On en trouve partout, des mers chaudes jusque dans les mers polaires, de la surface jusqu'aux abysses.;https://youtu.be/2Yzl28JVN0g
2011-01-08;Faune;Mammifères, nés dans l'ombre des dinosaures ;Pascal Léonard ;Sabine et Jamy ;A quoi pouvaient bien ressembler nos plus lointains ancêtres ? Pour le savoir, Sabine et Jamy décident de remonter la grande histoire des mammifères, ces animaux qui allaitent leurs petits, qui sont recouverts de poils et dont la température interne est constante. Leur enquête les mène d'abord au Muséum National d'histoire naturelle de Paris, qui consacre une grande exposition à ce sujet. Les tous premiers mammifères sont apparus dans l'ombre des premiers dinosaures, il y a au moins 220 millions d'années. A côté de ces géants qui dominent le monde pendant toute l'ère secondaire, les mammifères n'ont d'autres choix que de se faire tous petits, de vivre cachés et de chasser la nuit. Nos lointains ancêtres ressemblaient à une grosse souris comme Eomaia, un mammifère âgé de 130 millions d'années que nous présente Sabine. Cette situation aurait pu durer longtemps si un terrible cataclysme n'avait pas frappé la Terre il y a 65Ma. Un volcanisme intense et la chute d'une énorme météorite mettent fin à l'ère des dinosaures. 75% des espèces disparaissent mais les mammifères, eux, s'en tirent bien. C'est maintenant à leur tour de conquérir la planète !;https://youtu.be/XCuwbi4kssc
2011-01-15;Faune;Le Cadre noir : les sorciers montent sur leurs grands chevaux;Isabelle Hostalery ;Sabine et Jamy ;Pour ce nouveau numéro de C'est pas sorcier, Sabine et Jamy nous font découvrir l'une des plus grandes académies équestres du monde : le Cadre Noir de Saumur. Ici, les cavaliers, que l'on appelle les écuyers, appartiennent à l'élite : ils se produisent en public lors de galas prestigieux, et participent aussi aux plus grandes compétitions internationales comme les jeux olympiques ou les championnats du monde. Leurs chevaux, eux, sont soigneusement sélectionnés dès leur plus jeune âge, puis dressés pendant de nombreuses années jusqu'à devenir de véritables athlètes de haut niveau. Avec C'est pas sorcier, vous allez pénétrer dans les coulisses de ce temple de l'équitation française, pour percer quelques uns des secrets du monde équestre.;https://youtu.be/af1EvEtgsuY
2011-09-18;Faune;Le déclin des abeilles;Stéphane Jobert ;Fred et Jamy ;En France comme partout ailleurs, les abeilles disparaissent, parfois de manière dramatique. Or sans abeilles, ce n'est pas seulement le miel qui risque de manquer, mais aussi les fruits et les légumes. Pour tenter de percer le mystère de la disparition des abeilles, Fred et Jamy se sont rendus dans le Vaucluse. Fred est partie à la rencontre d'apiculteurs et d'agriculteurs. Jamy, quand à lui a installé son mini labo à l'INRA d'Avignon au beau milieu des ruches destinées à la recherche.;https://youtu.be/cIhyqCPZprA
2011-11-26;Faune;Le grand retour du loup;Luc Baudonnière ;Sabine et Jamy ;Chassé, empoisonné ou braconné, le loup avait totalement disparu du territoire français au milieu du 20 ème siècle. Il est réapparu il y a une vingtaine d’année au coeur du Mercantour, dans les Alpes du sud, en provenance d’Italie. Sabine est partie sur les traces de ce prédateur pour mesurer les conséquences de son retour sur la faune sauvage et sur les troupeaux de moutons. Jamy, lui, s’est installé dans un chalet traditionnel, au beau milieu du Parc National.;https://youtu.be/OUerP8ljoH8
2011-12-10;Faune;Du nouveau dans les zoos;Isabelle Hostalery ;Fred et Jamy ;Les zoos, aujourd’hui, ne sont pas de simples lieux de loisirs car ils ont souvent un rôle essentiel dans la sauvegarde des espèces rares et menacées. Fred nous montre les coulisses de deux d’entre eux, le Zooparc de Beauval, près de Tours, et le Bioparc de Doué-la-Fontaine, près d’Angers. Jamy, quant à lui, a posé ses valises au Muséum national d’histoire naturelle à Paris;https://youtu.be/Z7xjEhjyEBg
2012-01-21;Faune;Peur des araignées ? ;Catherine Breton ;Sabine et Jamy ;Qui ne s’est jamais empressé d’écraser une araignée avec la semelle de sa chaussure, tellement la vision de cet être à 8 pattes est repoussante ? Souvent synonymes de saleté, négligence et de danger, les araignées n’ont pas vraiment bonne presse ! Pourtant, si l’on dépasse les croyances populaires, on découvre un monde fascinant tant par la diversité et même la beauté de ces animaux, leurs modes de vie, leurs tactiques de chasse imparables et les personnalités étonnantes que les araignées regroupent autour d’elles, scientifiques passionnés ou éleveurs amoureux. A travers cette émission, Sabine et Jamy vous proposent d’entrer dans le monde méconnu des araignées, un monde étonnant;https://youtu.be/g0IkxuiGxPE
2012-05-26;Faune;Pandas géants, superstars ! ;Stéphane Jobert ;Fred et Jamy ;Depuis janvier, le ZooParc de Beauval accueille deux pensionnaires d’exception : des pandas géants, originaires de Chine. Ce sont les seuls visibles en France ! Fred a été autorisé exceptionnellement à participer aux soins quotidiens qu’ils reçoivent. Jamy, lui, s’est rendu dans une bambouseraie qui fournit une grande partie de l’alimentation des deux ours chinois.;https://youtu.be/vrr3Gw3R_Hs
2012-11-17;Faune;Chiens experts;Lorraine Subra-Moreau ;Fred et Jamy ;Les meilleurs chiens de la gendarmerie nationale ont un flair extraordinaire pour retrouver des armes, de la drogue, des personnes disparues ou de l'argent. Mais ils n'ont pas appris cela tous seuls. Avec Fred, qui est allé les rencontrer dans leur école, à Gramat, dans le Lot, nous travaillerons sur une scène de crime, puis nous reconstituerons la disparition d'un adolescent. Avec Jamy, nous ferons connaissance d'un chien docteur, puis d'un autre aux étonnantes capacités mentales d'abstraction. Bienvenu dans le monde des experts.;https://youtu.be/1H1cN9-g0MQ
2012-12-08;Faune;Pourquoi les requins attaquent ? ;Pascal Léonard ;Fred et Jamy ;On recense, chaque année dans le monde, entre 60 et 80 attaques de requins. Ces attaques sont-elles de plus en plus nombreuses ? Sont-elles liées à un changement de comportement des requins ou provoquées par les activités humaines ? Fred part à La Réunion, à la rencontre d’une équipe de scientifiques qui mène l’enquête depuis la série d’attaques inhabituelles qui a eu lieu en 2011;https://youtu.be/MxYj8dV5MM8
2013-01-12;Faune;Le grand voyage des tortues de mers;Pascal Léonard ;Fred et Jamy ;Les tortues marines, qui vivent dans les eaux tropicales et subtropicales de la planète, sont toutes des espèces menacées. A La Réunion, où l’on peut croiser 5 des 7 espèces existant dans le monde, on s’efforce de les protéger et de les soigner. Et elles reviennent depuis peu au large des côtes et sur les plages !;https://youtu.be/HkCcaxaflH8
2013-01-19;Faune;Moustiques : dangereux envahisseurs ? ;Pascal Léonard ;Fred et Jamy ;Chaque été, ils nous embêtent : ça pique, ça gratte… Ne nous plaignons pas, car les moustiques pourraient se révéler bien plus dangereux ! A La Réunion, ils ont ainsi provoqué une grosse épidémie de Chikungunya. Et certaines de ces espèces tropicales vectrices de maladies débarquent aujourd’hui dans les pays tempérés, dont l’Europe…;https://youtu.be/85NwOQpJU94
2013-10-26;Faune;Le génie des fourmis;Richard Cloué ;Fred et Jamy ;Elles seraient des millions de milliards sur Terre. Souvent considérées comme nuisibles ou envahissantes, les fourmis jouent pourtant un rôle majeur dans les écosystèmes. Et grâce à leur intelligence collective, ces insectes sociaux ont colonisé toute la planète. Fred et Jamy nous emmènent en Guyane à la découverte d’étonnantes fourmis tropicales. En plein coeur de la forêt, au côté de Jérome Orivel, spécialiste des fourmis au CNRS,  Fred assiste à un étrange spectacle orchestré par les fourmis parasol. En file indienne, elles portent au dessus de leur tête d’immenses feuilles qu’elles ont découpées dans les arbres. Transportées jusqu’à un nid souterrain, ces feuilles vont servir à cultiver un champignon dont elles raffolent.;https://youtu.be/xNzOiSs3NNk
